class,percentage
58,0.015611979166666668
58,0.6869218384074942
59,0.0017052872062663185
60,0.08199544270833334
58,0.11184895833333333
59,0.027913943355119823
60,0.045397135416666665
58,0.07422200520833333
59,0.06567567567567568
60,0.6066657054978853
58,0.9110344827586208
60,0.0009137410529521899
60,0.10496744791666666
58,0.16732096354166667
60,0.08482880755608027
58,0.029255058746736295
59,0.06123046875
58,0.38318382352941177
58,0.4937401935146444
60,0.5497645136485967
60,0.021093333333333332
58,0.6464713541666667
60,0.02064778645833333
60,0.004464285714285714
59,0.0056841413551401865
60,0.010853533878504674
59,0.22373697916666666
59,0.05573650234741784
58,0.7556869152889915
58,0.8208828828828829
59,0.5852994791666667
60,0.07731689453125
60,0.6496781002638522
58,0.18748291015625002
58,0.2400130208333333
58,0.000856264637002342
60,0.00034830729166666663
60,0.0006502329192546584
58,0.00663788056206089
60,0.19738729508196723
60,0.02441860465116279
59,0.026165364583333333
58,0.00439453125
58,0.21075771443514643
58,0.20632812500000003
60,0.13151712529274004
60,0.6245002297794118
58,0.009567057291666667
59,0.016552734375
60,0.07908528645833333
58,0.45883463541666664
60,0.04658203125
58,0.4845327171361502
60,0.13173706359102244
58,0.5071223958333333
60,0.039837239583333336
60,0.03604044117647059
59,0.0028030960648148147
58,0.6027352855477855
60,0.34915364583333336
60,0.04982876712328767
58,0.4874967447916666
58,0.0021150468384074942
59,0.2034396955503513
58,0.5379928446261683
58,0.0779599471830986
58,0.959584233261339
60,0.016956967213114755
60,0.0732728337236534
58,0.24233717873831778
59,0.16970377604166667
59,0.028424134419551935
60,0.2131897228033473
60,0.016402994791666667
58,0.08158088235294117
58,0.08860294117647059
60,0.0867644906323185
60,0.25458984375
59,0.012386067708333334
60,0.09155598958333333
58,0.008154403719912473
60,0.10634114583333334
58,0.0005468749999999999
60,0.00011003521126760564
58,0.18833333333333335
58,0.9073967277542826
59,0.012350260416666667
60,0.05239143192488263
59,0.169243635770235
58,0.02490234375
58,0.2784470140515222
58,0.0291850058685446
60,0.0227956279342723
58,0.001008955223880597
59,0.012952473958333332
60,0.010403154481132075
59,0.0203466796875
58,0.011513671875000001
58,0.6212955729166667
60,0.5413899739583333
60,0.5883039999999999
59,0.04948266666666667
59,0.055277122641509434
60,0.1650943396226415
58,0.5296093749999999
58,0.24130743577075098
60,0.2777582159624413
58,0.1180859375
58,0.57745849609375
60,0.003912760416666667
60,0.24201185597189695
60,0.4197675544794189
60,0.014249795834378276
59,0.012922666666666666
59,0.38761718749999996
59,0.23095052083333334
59,0.07998526207868768
58,0.07836996454355162
60,0.02256445822454308
58,0.0004438086854460094
60,0.545732421875
58,0.4817622950819672
60,0.5461067708333334
60,0.0134765625
59,0.002627284595300261
58,0.6479557291666667
58,0.2105142494356659
60,0.03999849033816425
59,0.0058098591549295775
58,0.22802083333333334
60,0.10567560175054705
58,0.1004127685932761
60,0.0753316032295271
60,0.00032958984375
58,0.048630360878661086
59,0.12594401041666667
60,0.10405924479166666
58,0.0002571614583333333
58,0.0408983451536643
58,0.34611733333333333
60,0.006938428217821782
59,0.23702148437499998
60,0.22727837343096233
60,0.2563324675324675
58,0.06108387002341921
58,0.007444661458333333
60,0.25556640625
58,0.7260774739583333
58,0.9101790364583333
60,0.0034863281250000003
60,0.45196614583333333
58,0.08344075520833334
59,0.12387596650860781
60,0.015725789226365926
60,0.07891068052930056
58,0.7477279411764706
58,0.011945093457943926
58,0.4318281615925058
58,0.6141899843096235
59,0.05250133333333334
60,0.043451143451143454
60,0.5031724591121496
58,0.03173828125
59,0.006533755896226416
60,0.027908597417840374
60,0.12506250000000002
60,0.0015885416666666665
60,0.020394666666666665
58,0.10741457359813085
60,0.40762380826271183
60,0.14038933333333334
58,0.4179166666666666
60,0.17313476562500002
58,0.21298302107728334
58,0.10390950520833334
58,0.031373697916666665
60,0.6783447265625
60,0.011077473958333334
60,0.058714192708333335
59,0.08326624707259953
60,0.0012141927083333334
59,0.12375466666666667
59,0.029567057291666664
60,0.15632432432432433
58,0.012862265807962528
60,0.23758416276346603
58,0.036259514051522244
58,0.44137148711943797
60,0.09226562499999999
58,0.00234923887587822
58,0.5344498697916666
58,0.0035147991543340385
59,0.005455
58,0.1915592362924282
60,0.03806706919060052
60,0.36823893229166665
60,0.006085069444444444
60,0.12550993723849374
58,0.0008502994011976049
59,0.0186949823943662
59,0.02259191176470588
60,0.00015752488359178094
60,0.08795131291028446
58,0.581471108490566
60,0.19210030691964286
60,0.008193359375
59,0.23264132231404958
60,0.07406339442094921
58,0.04578125
60,0.030704599056603776
60,0.25034976464435144
60,0.6522786458333333
60,0.09202205882352942
58,0.06248529411764706
58,0.017502195550351287
60,0.003993866822429906
60,0.16618133333333332
58,0.07751025246699987
59,0.0015902140672782875
59,0.11791666666666667
60,0.0503080985915493
60,0.0900183408577878
60,0.024337675644028105
59,0.0014720000000000002
58,0.3740229800936768
58,0.034576258782201406
59,0.028159575376991753
58,0.08208533333333334
59,0.12873697916666665
59,0.15435241841491842
58,0.00024533333333333335
60,0.04081894028103045
59,0.06397677680798006
58,0.04181431361607143
58,0.33665564066852366
58,0.1408901762402089
59,0.027920081967213118
58,0.3355208333333334
58,0.3934998111782477
59,0.262138671875
59,0.6078483072916667
59,0.03864583333333334
58,0.07678670596779016
58,0.32089192708333336
59,0.4072981770833334
58,0.00107421875
58,0.28700487012987014
58,0.24129557291666667
58,0.11556185655089923
60,0.05751907276995305
60,0.175891804245283
58,0.21277458158995816
59,0.10915364583333334
58,0.10687174479166665
60,0.011923828124999999
59,0.03713216145833333
58,0.6845638020833333
58,0.32686197916666665
58,0.182158203125
58,0.042833376826722336
59,0.7622591145833334
58,0.012914465962441316
59,0.448218201754386
60,0.543376756440281
60,0.08465494040753557
58,0.3902213541666667
60,0.7397138466042155
58,0.008277994791666667
58,0.36025390625
60,0.10808328454332553
58,0.30951171875
60,0.08728841145833334
58,0.07674180327868853
58,0.009186361047835991
60,0.1016621583143508
58,0.014174569609979069
60,0.0885648419203747
60,0.1243193793911007
58,0.2839081950207469
58,0.045109333333333335
60,0.139755859375
60,0.26449429156908666
59,0.10501760563380283
60,0.3965798611111111
59,0.004678819444444445
58,0.69491455078125
59,0.040565333333333335
59,0.23819525761124122
59,0.136896
58,0.513681640625
59,0.10807291666666667
58,0.472378796728972
60,0.025419921875
58,0.38969600000000004
60,0.02045679419525066
58,0.6108157467532467
60,0.4750260416666666
58,0.28798828125
60,8.80741127348643e-05
58,0.3970210280373832
59,9.6e-05
60,0.0012373333333333333
60,0.16274516978922718
58,0.00014973958333333335
58,0.0015786666666666666
59,0.0011359421364985163
58,0.9796
58,0.4985319010416666
60,0.08952941176470589
59,0.7824458874458875
59,0.044208
60,0.011411082474226803
58,0.3414042101827676
58,0.5776437481310607
58,0.45387537993920973
60,0.0857633797653959
59,0.015286458333333332
60,0.022885333333333334
59,0.005364583333333333
58,0.03149771341463415
58,0.588996345766129
58,0.7528157552083333
60,0.01
58,0.012301432291666668
59,0.015529859484777517
60,0.08787690281030444
60,0.0015510948905109489
60,0.5320789319248826
59,0.17629841549295774
59,0.02975718896713615
58,0.058658088235294115
60,0.0719481850117096
58,0.5749641927083334
60,0.07765950520833333
58,0.23856445312500002
58,0.11357834507042253
60,0.20459595959595958
58,0.012094197341513293
58,0.07805500000000001
59,0.45431244393182113
60,0.21842447916666666
58,0.7632853333333334
58,0.005658342050209205
58,0.78162841796875
60,0.27171223958333335
59,0.11448567708333332
60,0.18467447916666666
58,0.4607063802083333
60,0.046061912225705326
60,0.0369921875
60,0.07959947183098591
58,0.06194615610328639
58,0.027649616745283018
58,0.26805013020833335
60,0.0014127604166666668
58,0.33305989583333334
60,0.04149739583333333
58,0.27403645833333334
60,0.12899733333333332
60,0.0698696357285429
60,0.0008625
60,0.00012369791666666665
59,0.06416
59,0.10564294763513513
60,0.030821502770083102
59,0.12587867647058823
58,0.030210612691466084
60,0.481872
58,0.06034558823529412
58,0.06426133333333334
58,0.17723307291666668
58,0.13492983028720626
58,0.749228515625
58,0.0015553977272727273
58,0.3050260416666667
59,0.2708658854166667
60,0.010101333333333334
60,0.002735294117647059
60,0.6084700520833334
60,0.45069333333333333
60,0.5909049479166667
60,0.008763020833333333
60,0.16951193633952255
58,0.5523372395833334
60,0.2886197916666667
58,0.023562666666666666
58,0.14113606770833334
59,0.02279838950830877
58,0.24839518229166666
60,0.055159505208333334
58,0.37981336805555554
58,0.4240071614583333
58,0.06467359484777517
59,0.011241930751173709
58,0.7456640625000001
58,0.3822256455399061
58,0.010936936936936936
60,0.16878308823529412
58,0.6484049479166667
59,0.0098388671875
60,0.0027188231850117095
60,0.9295338114754099
60,0.017435253699788582
58,0.15570667264727242
58,0.014459635416666667
60,0.07456082695984703
58,0.07406076869806094
60,0.06568706191588784
60,0.080790011682243
60,0.015733333333333332
60,0.24839358899297426
60,0.09616815476190477
59,0.0072562939110070255
58,0.007607581967213115
60,0.2091408079625293
59,0.11226506024096385
58,0.19468266666666667
58,0.30854471757322177
60,0.3340983072916667
59,0.037206982543640896
59,0.009429333333333335
58,0.01591796875
58,0.0017728224187278396
60,0.5551019659624413
58,0.00032552083333333337
59,0.036705729166666666
60,0.006484375
60,0.041404411764705884
58,0.4391100702576113
58,0.5389386655011654
58,0.35348799999999997
60,0.5096748737373737
58,0.06212675644028103
58,0.0015946666666666668
60,0.046266138497652584
58,0.10378521126760562
60,0.03842362733644859
59,0.06926229508196721
58,0.0009806791569086652
60,0.6177604166666667
59,0.2529859484777518
58,0.51103271484375
58,0.65658203125
58,0.2405859375
60,0.007537411971830986
59,0.10777986292428199
60,0.20779618146214102
59,0.30050993723849373
60,0.2095828527489427
59,0.23326171874999999
58,0.028343098958333333
60,0.03312934027777778
59,0.007418666666666667
58,0.0032313673708920187
60,0.029052734375
60,0.10916535639412997
59,0.12786029411764707
58,0.05970143779342723
59,0.21508564330543933
58,0.008834635416666667
60,0.029315837378640776
59,0.31152534113060426
58,0.506201171875
58,0.155975556206089
59,0.001304735234215886
60,0.05424516293279023
58,0.18978666666666666
59,0.066015625
60,0.41949218750000006
58,0.212587890625
58,9.191176470588235e-05
60,0.0005415690866510538
60,0.014124348958333333
58,0.174189453125
60,0.010581333333333333
59,0.008623046875
59,0.019877745815899583
60,0.062802734375
59,0.050380859374999996
60,0.04862462462462462
60,0.06621779859484778
59,0.002203776041666667
60,0.006145833333333334
60,0.07373232517407835
58,0.31976281163434905
58,0.05991861979166667
59,0.033461084905660375
60,0.01640625
58,9.856892523364485e-05
60,0.11111680327868852
60,0.020764973958333332
59,0.11425149700598802
58,0.00034251847290640397
59,0.039707031250000004
59,0.07817057291666667
58,0.5787688253012048
60,0.8608789062500001
60,0.34997438524590163
58,0.06356770833333333
58,0.2856813524590164
59,0.09987955729166667
60,0.02495030918727915
58,0.0002734375
60,0.0656646728515625
60,0.12097318266149436
60,0.13584939759036144
58,0.0038312353629976576
59,0.04509294496487119
59,0.402705078125
59,0.02732541079812207
58,0.015882666666666666
60,0.057877333333333336
58,0.021233723958333332
58,0.6621321614583333
60,0.44371434128630705
60,0.47613281250000006
58,0.44362955729166664
58,0.4792696727019498
60,0.3527647569444444
58,0.24680260617760616
58,0.1547904411764706
58,0.49581705729166664
60,0.03411704009433962
