class,percentage
24,0.142912
21,0.3231470588235294
21,0.4587968384074942
23,0.5339420572916667
21,0.06272423120728929
21,0.10840494791666666
23,0.15618815104166667
24,0.199658203125
23,0.06918619791666666
21,0.17295247395833332
24,0.020894320843091334
21,0.16449869791666666
23,0.25803603603603603
21,0.3604817708333333
24,0.18584635416666667
24,0.2009953161592506
24,0.19341544117647058
24,0.3056380208333333
24,0.1199099099099099
23,0.10130930930930931
24,0.3505631510416667
24,0.1557863609813084
23,0.06549804687500001
24,0.22971354166666666
24,0.19767903645833335
23,0.032849007009345794
24,0.04042421144859813
23,0.27204923076923077
24,0.29641136098130844
24,0.18387640449438203
21,0.5677656615925059
21,0.17492664319248827
24,0.08745897971360382
24,0.040903103044496486
23,0.11824868266978923
23,0.23340169270833333
23,0.052340099299065426
23,0.20533854166666665
21,0.06924033957845434
21,0.24834309895833334
21,0.23230386416861828
21,0.15246212121212122
24,0.13717922185430464
21,0.013163325471698111
23,0.09350678066037735
23,0.05597005208333334
24,0.05081705729166667
23,0.10210772833723654
24,0.16274342105263156
23,0.09410860655737704
23,0.12992590962441314
24,0.18034830729166668
23,0.11851651651651651
24,0.08173502604166667
24,0.19587565104166665
23,0.4167805989583333
23,0.16709635416666666
21,0.03644613583138173
24,0.12467084639498432
21,0.2709445585215606
23,0.3303880575117371
24,0.11808919270833333
21,0.19608398437500002
24,0.25960187353629977
21,0.16802144428152493
23,0.35871484374999996
24,0.06865166083916084
24,0.133828125
23,0.05419596354166667
21,0.3103505505181347
24,0.10369950234192038
21,0.31976888020833333
21,0.7100975645539905
24,0.4115759029345372
24,0.40920898437500003
24,0.17902151639344263
23,0.15782954545454547
24,0.09898871527777778
24,0.31213216145833333
24,0.05642903645833334
21,0.7568647540983606
23,0.07303498243559718
24,0.08185221354166666
23,0.19684572599531616
24,0.058520393192488265
23,0.6965808823529411
24,0.03021484375
24,0.0601953125
23,0.1570703125
21,0.2329585280373832
21,0.2641196646341463
21,0.503582406323185
24,0.1604804469273743
24,0.051884514051522244
21,0.13561914519906323
23,0.03376953125
24,0.13124347599164926
23,0.009904
23,0.14554687500000002
21,0.15180989583333332
24,0.04274004683840749
21,0.25329999999999997
21,0.07331705729166667
23,0.1640625
21,0.07302034543325528
21,0.13537109375
23,0.4555338541666667
21,0.2858014705882353
21,0.7059822476525822
21,0.13412617096018736
21,0.49207662953795384
21,0.04334653755868544
21,0.3835546875
24,0.07877634660421545
21,0.26056315104166666
24,0.10490657216494845
23,0.311220703125
24,0.1078125
24,0.10974936061381074
24,0.24024739583333332
21,0.2119547716627635
23,0.2744986826697892
23,0.035077576112412176
23,0.02930327868852459
24,0.1114453125
21,0.09359049479166667
21,0.10671948356807512
21,0.0783628512880562
24,0.02819468896713615
24,0.07115234375
21,0.2642903645833333
21,0.040596064814814814
23,0.07060872395833333
23,0.1763026932084309
