class,percentage
9,0.0003796728971962617
12,0.00044173481308411213
12,0.007181616108786611
10,0.3272227112676056
9,0.0013831967213114753
9,0.016239999999999997
10,0.008394666666666667
10,0.03905924479166667
9,0.006140222482435597
10,0.11042133333333334
12,0.11389648437500001
10,0.10322133333333333
9,0.0026966966966966966
12,0.0018771955503512879
12,0.07696940104166666
10,0.23774174174174176
10,0.00020507812500000002
9,0.000126953125
9,0.216224
10,0.05705089458413927
12,0.00028742514970059877
9,0.0021712239583333336
9,0.007161458333333333
10,0.0002766927083333333
9,0.002733991199965825
9,0.03598958333333333
12,0.009684244791666666
9,0.030162760416666667
9,0.00606006006006006
12,0.00027627627627627627
12,0.28365866666666667
12,0.16398162525879917
9,0.0003819444444444444
9,0.0022222222222222222
12,0.005507507507507507
9,0.006184895833333333
10,0.12658450704225352
10,0.3392365115981033
9,0.0013802083333333333
9,0.045885416666666665
9,0.011266045232273838
12,0.004235026041666667
12,0.748615
9,0.01760831381733021
12,0.08447426470588235
9,0.07335360738255034
12,0.004449869791666667
9,0.021705706039076376
9,0.008204204204204205
10,0.0004444444444444444
9,0.0006966145833333334
9,0.19650367647058825
9,0.011744791666666667
10,0.00257260101010101
9,0.00315
9,0.0007208723653395785
10,0.0002268735362997658
9,0.0343063063063063
9,0.0020967505854800937
10,0.10905598958333333
9,0.004417317708333333
12,0.12313449182242991
10,0.0739165491904823
9,0.008028796487603306
9,0.008379683840749415
9,0.0006486486486486487
9,0.0026404833836858005
10,0.011705729166666666
9,0.007646980932203389
9,0.013208912037037038
12,8.463541666666667e-05
9,0.0304961943793911
12,0.07295081967213116
10,0.029276190476190476
9,0.002189028117359413
10,0.0008175427872860635
12,0.004464285714285714
9,0.00024766899766899764
9,0.011638434579439253
9,0.0031575520833333334
9,0.0002148892773892774
12,0.532822265625
9,0.017573333333333333
9,0.06147906908665105
9,0.029707072025052194
9,0.0006139705882352942
9,0.010289713541666665
12,0.004361979166666667
9,0.004612038352272727
9,0.051539713541666664
9,0.03232747395833334
12,0.15200846354166667
10,0.002763671875
9,0.006096311475409836
10,0.10418720997679813
10,0.14530598958333335
9,0.005365444214876032
9,0.0007975260416666667
10,0.03535522388059701
10,0.0036881510416666664
9,0.0047819010416666665
12,0.0042149253731343286
12,0.00044346816976127316
9,0.001815580985915493
10,0.20180013020833334
9,0.002160357981220657
9,0.00298071509009009
10,0.015968
9,0.023125333333333335
12,0.27076624707259955
12,0.0060654527559055125
9,0.014227166276346603
9,0.017685185185185186
10,0.0029888888888888886
9,0.0012158203124999999
9,0.004940828402366864
9,0.0029459635416666666
9,0.013564453125
12,0.040368
9,0.006630859375000001
10,0.011128227699530516
10,0.0036002604166666665
12,0.0030501302083333335
9,0.03962936046511628
10,0.03642042042042042
10,0.04825846354166667
9,0.011317333333333334
9,0.00314453125
9,0.009993993993993994
12,0.071484375
12,0.08466471354166667
10,0.06592835820895522
12,0.000548780487804878
9,0.00951171875
12,0.00451171875
9,0.000536144578313253
9,0.013941176470588235
10,0.050933734939759036
10,0.0018652343750000001
12,0.0003483072916666667
9,0.005473322226494084
10,0.008021077283372365
9,0.00045231607629427794
10,0.0466162109375
12,0.0030045572916666667
9,0.0361466784989858
10,0.02683613578680203
12,0.42424153645833335
9,0.0011929156908665104
9,0.054548448477751754
9,0.05884074941451991
12,0.48947916666666663
9,0.00458984375
10,0.03302734375
10,0.705245508982036
12,0.13883789062500002
10,0.020888888888888887
9,0.0011480340375586854
9,0.005536
10,0.01911892361111111
10,0.003951951951951952
12,0.009795795795795795
9,0.014664713541666666
9,0.00818574355971897
12,0.0013100117096018736
12,0.06946445060018468
9,0.035566406249999995
12,0.0007031250000000001
9,0.0032975260416666665
9,0.0012044270833333334
9,0.00032643779342723
12,0.04763424295774648
10,0.0175625
9,0.027096750585480094
10,0.004279870989790251
9,0.004344273012552301
9,0.0032245222929936307
9,0.006933333333333334
9,0.008513931888544893
10,0.11182669789227166
9,0.005351965206185567
9,0.007770459641255606
12,0.0022942528735632184
9,0.07402663934426229
10,0.00117827868852459
10,0.06057242990654206
12,0.06795209580838324
9,0.017933933933933936
9,0.02142771084337349
9,0.003704427083333333
12,0.05372285798122066
9,0.0011096605744125327
9,0.039052734374999995
9,0.01120220588235294
12,0.06764973958333334
9,0.015709635416666666
9,0.0009522058823529412
10,0.077512470657277
9,0.0016509433962264152
12,0.00030955188679245287
10,0.024332682291666664
9,0.0017898383371824482
12,0.36401795504385964
9,0.006005859375
10,0.04952473958333333
9,0.013738666666666666
12,0.0005794270833333334
9,0.016549479166666665
9,0.001848234953703704
9,0.0010946673189823873
9,0.0013571009389671362
9,0.022926432291666667
9,0.00013020833333333333
10,0.000380859375
12,0.05294270833333333
9,0.017523640661938532
9,0.005877333333333333
9,0.01511142061281337
9,0.00809326171875
9,0.01507433038574907
12,0.013723354265453458
10,0.3275308098591549
10,0.0002994791666666667
10,0.06310400000000001
10,0.0039648437500000005
9,0.0036073548812664905
10,0.028805333333333332
9,0.00072265625
12,0.0015185546875000002
10,0.01631088615023474
9,0.006256510416666666
9,0.009437207259953163
12,0.0009096244131455399
9,0.0033674698795180726
9,0.02696847707423581
10,0.3393499028497409
9,0.0033215618336886995
9,0.0029786299765807963
12,0.187420654296875
9,0.011974299065420562
9,0.002900900900900901
10,0.02981770833333333
12,0.2342754584942085
9,0.010427807486631016
12,0.008775401069518716
9,0.004396325459317585
9,0.018701219512195125
9,0.0016829427083333334
